"sigOBS","sigPRO","muEI1","muI1S1","muI1I2","muI2S2","muS2S1","rho","bT","q","c","delta","S1_0","S2_0","E_0","I1_0","I2_0","K_0","F_0"
0.355,0.3192,40.5442,11.3608,6.308,1.7306,0.4536,0.8166,8.91,0.3645,0.6147,0.02,0.8038,0.0414,0.0789,0.0138,0.0621,0.733,0.3934
0.1398,0.4914,16.0296,14.72,8.5332,2.2949,0.2757,0.0211,4.2433,0.4074,0.8414,0.02,0.8546,0.0074,0.0084,0.0938,0.0359,0.405,0.3029
0.1939,0.3338,35.9427,4.9232,16.3397,2.7237,0.771,0.9298,1.9203,0.6011,0.0958,0.02,0.8534,0.0581,0.0403,0.0469,0.0013,0.7077,0.1121
0.429,0.2755,20.4656,9.9665,9.538,2.2716,0.1962,0.8509,1.4771,0.0192,0.146,0.02,0.8094,0.0077,0.0349,0.0728,0.0751,0.9445,0.0736
0.4644,0.0943,23.6586,16.0671,2.0938,1.6625,0.5294,0.921,7.3473,0.4524,0.7353,0.02,0.8741,0.0375,0.0299,0.0159,0.0425,0.4349,0.0299
0.1649,0.3138,27.235,17.5368,4.5519,1.8445,0.5025,0.6934,9.283,0.8921,0.9181,0.02,0.807,0.0155,0.0823,0.0313,0.064,0.7618,0.7567
0.3113,0.4666,49.7256,15.2757,7.5903,2.3533,0.4576,0.2344,5.198,0.2258,0.5384,0.02,0.8009,0.0481,0.0915,0.002,0.0575,0.9646,0.2597
0.2113,0.4399,14.5379,12.0909,3.0925,2.3233,0.3485,0.8874,8.6208,0.5644,0.9507,0.02,0.7708,0.0782,0.0272,0.06,0.0639,0.7815,0.4739
0.3587,0.0622,44.9087,10.9613,7.7616,2.4068,0.4675,0.1392,5.898,0.7806,0.7133,0.02,0.8555,0.0453,0.0204,0.0355,0.0432,0.545,0.9477
0.094,0.0515,57.1956,6.2674,8.7852,1.5433,0.5318,0.0636,7.7785,0.7622,0.4633,0.02,0.75,0.039,0.064,0.06,0.087,0.6682,0.5386
0.3199,0.306,17.8707,14.8145,15.6743,2.6978,0.3698,0.9582,7.6418,0.7093,0.8802,0.02,0.8215,0.0213,0.0902,0.052,0.0151,0.0697,0.6313
0.2079,0.3336,55.6984,17.8127,16.352,1.035,0.8498,0.0569,1.9815,0.4621,0.4944,0.02,0.7842,0.0402,0.0623,0.0885,0.0248,0.7782,0.2372
0.0161,0.037,35.763,13.9657,17.975,2.4497,0.7775,0.665,8.8252,0.4416,0.6182,0.02,0.8144,0.0151,0.0806,0.0688,0.0212,0.9397,0.4382
0.3065,0.4095,19.0302,16.267,10.6192,1.6422,0.4246,0.8359,2.462,0.0299,0.588,0.02,0.8181,0.0762,4e-04,0.0372,0.068,0.5992,0.7107
0.107,0.4858,43.4841,9.0206,13.4305,2.2703,0.1288,0.5159,0.9867,0.2974,0.5277,0.02,0.8467,0.0352,0.058,0.0549,0.0052,0.7791,0.3639
0.0772,0.262,27.5685,5.6735,2.982,0.3593,0.0306,0.9775,6.6583,0.7358,0.4145,0.02,0.7938,0.0459,0.0839,0.0166,0.0598,0.5756,0.6627
0.2257,0.0563,29.956,15.3841,15.1342,1.3435,0.9198,0.6304,9.4593,0.5532,0.9042,0.02,0.8094,0.0595,0.0344,0.0583,0.0384,0.9611,0.5178
0.0444,0.2489,47.5827,4.4196,10.8921,0.8693,0.8964,0.4796,5.9949,0.6239,0.2716,0.02,0.7348,0.0217,0.086,0.0716,0.0859,0.661,0.3909
0.0779,9e-04,20.2125,2.4402,11.9365,0.7091,0.7809,0.8444,2.0068,0.6132,0.6424,0.02,0.8006,0.0547,0.0345,0.055,0.0552,0.1924,0.1607
0.3443,0.0842,46.6043,4.6032,6.0077,1.384,0.7485,0.136,6.3532,0.9255,0.994,0.02,0.817,0.0615,0.0795,0.0087,0.0333,0.5931,0.8081
0.3061,0.1326,44.5097,17.2337,5.3566,0.5731,0.2927,0.5648,8.3429,0.3507,0.8784,0.02,0.7631,0.0766,0.0649,0.0466,0.0488,0.5398,0.3074
0.0728,0.0023,24.4548,2.7064,16.314,1.2036,0.8533,0.2913,3.7308,0.9198,0.6766,0.02,0.8755,0.0729,0.0071,0.0426,0.0018,0.5227,0.1848
0.3151,0.3065,14.2944,9.1551,13.8076,2.193,0.6201,0.0067,6.0104,0.9999,0.4768,0.02,0.8014,0.0782,0.0739,0.0329,0.0136,0.0254,0.7934
0.0766,0.1425,19.1939,6.1326,11.1843,0.3833,0.0756,0.5933,6.2646,0.4242,0.4489,0.02,0.7996,0.027,0.0406,0.0653,0.0674,0.3069,0.3772
0.1331,0.1364,23.3092,15.6038,3.0932,2.3552,0.2699,0.2878,2.9471,0.4825,0.3697,0.02,0.7943,0.0177,0.074,0.0264,0.0876,0.8093,0.506
0.2501,0.0745,50.3631,12.0358,14.9498,2.5304,0.5868,0.0193,0.5914,0.3755,0.6672,0.02,0.8551,0.0215,0.0051,0.0393,0.0791,0.1896,0.2424
0.3941,0.1951,52.2309,6.418,10.2771,1.1185,0.716,0.5611,1.6445,0.852,0.4606,0.02,0.8301,0.0251,0.024,0.0566,0.0642,0.2044,0.6762
0.0013,0.0194,31.8904,11.9882,5.1218,2.0331,0.8871,0.3168,7.5989,0.5088,0.7789,0.02,0.8095,0.0681,0.0637,0.0313,0.0275,0.2231,0.8196
0.0185,0.2063,39.8951,9.9681,11.5979,1.1241,0.6716,0.1216,3.5386,0.4695,0.745,0.02,0.8906,0.0239,0.0112,0.0305,0.0438,0.4579,0.055
0.2996,0.2659,36.0876,10.3599,17.3672,2.3791,0.9617,0.2531,1.0885,0.1835,0.6974,0.02,0.7788,0.0794,0.0466,0.0155,0.0796,0.7101,0.6619
0.0749,0.427,50.8392,14.5441,7.6136,0.3569,0.7913,0.1933,6.0505,0.8694,0.4094,0.02,0.7886,0.0085,0.0811,0.0552,0.0666,0.3306,0.5987
0.3886,0.4657,39.0033,10.9122,11.1917,2.8998,0.9183,0.8227,1.9682,0.278,0.0741,0.02,0.789,0.0698,0.0085,0.0712,0.0615,0.192,0.9217
0.0297,0.3173,56.4553,9.1499,8.8804,2.9136,0.4181,0.2457,7.6011,0.6044,0.4683,0.02,0.7988,0.0587,0.0679,0.063,0.0116,0.8704,0.0844
0.3604,0.0678,19.0745,4.7643,17.0429,0.2019,0.7584,0.5039,0.841,0.3131,0.5908,0.02,0.7968,0.0357,0.0478,0.062,0.0577,0.8518,0.5068
0.0658,0.448,27.0065,14.7787,16.1423,2.3866,0.8849,0.124,5.5274,0.9237,0.6075,0.02,0.7418,0.0738,0.0875,0.018,0.0788,0.0464,0.8944
0.4423,0.2854,56.6558,14.7705,6.3013,1.4968,0.8378,0.7876,3.1774,0.5706,0.221,0.02,0.826,0.0661,0.0581,0.0464,0.0034,0.4741,0.6088
0.1646,0.2194,39.401,12.2938,11.5174,2.9278,0.1999,0.7753,7.3915,0.6168,0.0755,0.02,0.7885,0.0369,0.0751,0.0362,0.0633,0.8328,0.7092
0.1187,0.057,49.9277,10.6985,13.0671,2.3908,0.1801,0.9184,5.8151,0.3967,0.1714,0.02,0.8135,0.0191,0.0257,0.081,0.0607,0.7135,0.8142
0.3103,0.3564,38.9644,6.8634,11.2206,1.7832,0.9928,0.6903,7.4479,0.6915,0.1223,0.02,0.7504,0.0837,0.0392,0.0744,0.0522,0.3839,0.7149
0.3273,0.1749,26.2199,11.5666,5.089,2.2831,0.5372,0.1648,9.819,0.3921,0.3089,0.02,0.8401,0.0115,0.0551,0.0229,0.0705,0.3875,0.0249
0.2259,0.3983,57.7971,10.8518,15.6287,1.3672,0.1028,0.3262,7.6504,0.3225,0.424,0.02,0.7504,0.0635,0.0827,0.0591,0.0443,0.1163,0.2295
0.2244,0.1936,48.5604,17.7989,11.2926,0.5091,0.7704,0.1944,0.7732,0.3252,0.4395,0.02,0.835,0.0762,0.0307,0.0353,0.0228,0.2394,0.2101
0.3617,0.4178,18.6381,13.2771,9.8355,0.5311,0.3121,0.7023,4.8708,0.6196,0.0702,0.02,0.7822,0.0172,0.085,0.0765,0.0391,0.3931,0.5003
0.062,0.2348,21.3544,16.1618,10.7198,0.9772,0.6152,0.1257,6.1355,0.1801,0.8655,0.02,0.8436,0.0071,0.046,0.0612,0.0421,0.6974,0.4918
0.1613,0.006,24.4426,2.2875,6.9914,0.7821,0.0937,0.1907,5.2237,0.7006,0.463,0.02,0.8054,0.0631,0.0024,0.0378,0.0913,0.81,0.0617
0.2947,0.0986,44.3911,12.7407,17.0326,2.7731,0.9806,0.8263,8.7295,0.4419,0.8522,0.02,0.7925,0.0562,0.076,0.0205,0.0548,0.1474,0.5445
0.3592,0.1099,36.9295,10.2466,15.0246,1.9974,0.4209,0.4535,4.0706,0.8069,0.8776,0.02,0.7741,0.0663,0.0359,0.0751,0.0486,0.0729,0.1982
0.0383,0.3373,18.0997,10.9663,12.6097,2.3526,0.9726,0.0193,2.7433,0.2941,0.7114,0.02,0.7679,0.0368,0.0818,0.0467,0.0668,0.3799,0.9939
0.1777,0.2903,15.4587,5.7214,5.5174,2.7682,0.1953,0.8454,0.6329,0.4252,0.6917,0.02,0.8914,0.0043,0.011,0.0072,0.0861,0.9114,0.603
0.0889,0.1543,37.9638,13.8959,4.0562,1.148,0.7586,0.6779,0.9772,0.7295,0.3894,0.02,0.8823,0.0161,0.007,0.0727,0.0218,0.7897,0.8055
0.4494,0.2815,37.059,11.9893,7.5735,2.5716,0.5299,0.8488,0.1527,0.2462,0.9272,0.02,0.8325,0.0144,0.0531,0.0059,0.0941,0.92,0.938
0.3681,0.0727,20.9961,12.3462,9.9596,0.8978,0.1494,0.9465,0.9951,0.3507,0.608,0.02,0.8015,0.069,0.0487,0.0551,0.0257,0.7025,0.2401
0.0354,0.4517,47.7605,12.2862,7.5468,1.7938,0.312,0.4496,1.6552,0.6442,0.0287,0.02,0.8446,0.078,0.065,0.0073,0.005,0.8474,0.232
0.1267,0.1662,21.8951,11.3131,16.6427,0.678,0.9571,0.9576,9.0129,0.2422,0.5021,0.02,0.7779,0.0721,0.0512,0.056,0.0429,0.0628,0.2369
0.0952,0.2936,51.8488,8.0861,17.9412,1.7348,0.216,0.8563,9.9786,0.4416,0.2683,0.02,0.8211,0.0243,0.0552,0.0297,0.0697,0.9403,0.0181
0.4821,0.2536,36.7402,16.1717,11.0232,1.1345,0.8737,0.9342,3.9943,0.3219,0.6426,0.02,0.8619,0.0688,0.0217,0.0151,0.0325,0.3738,0.2634
0.4126,0.4545,45.1581,14.1377,6.7365,0.397,0.8159,0.7887,7.3897,0.4109,0.2131,0.02,0.888,0.036,0.0182,0.0452,0.0126,0.0152,0.0192
0.3067,0.111,46.5678,11.9869,2.1844,0.7978,0.7468,0.0627,4.0128,0.3438,0.9284,0.02,0.8542,0.0499,0.0588,0.0111,0.026,0.3712,0.1097
0.4324,0.2281,16.7756,3.0713,7.9324,2.8328,0.0841,0.9216,2.6255,0.0715,0.9446,0.02,0.8841,0.0395,0.0289,0.0382,0.0093,0.2764,0.3666
0.2182,0.1843,54.8746,9.7586,12.3448,1.5018,0.1295,0.9372,0.2004,0.8775,0.3139,0.02,0.8402,0.0707,0.0087,0.032,0.0485,0.9063,0.4715
0.479,0.2856,49.5637,2.6741,4.8568,1.2645,0.6171,0.5852,2.4977,0.309,0.6879,0.02,0.8259,0.0268,0.0702,0.0705,0.0066,0.8523,0.6518
0.4992,0.1502,44.6466,16.4737,4.7806,1.4356,0.9415,0.4141,7.3511,0.0277,0.3297,0.02,0.8361,0.0137,0.0281,0.0851,0.037,0.4529,0.425
0.0484,0.1204,47.8654,3.8743,2.7974,1.323,0.4996,0.6843,7.1692,0.2877,0.4779,0.02,0.8552,0.0216,0.0831,0.032,0.0081,0.1573,0.5991
0.494,0.1489,17.3634,9.524,8.0944,0.8101,0.9943,0.2859,5.7321,0.5227,0.8269,0.02,0.7504,0.067,0.0418,0.078,0.0627,0.7093,0.1713
0.3219,0.2422,21.1096,12.6277,4.5411,2.6858,0.4742,0.2976,8.4128,0.5174,0.2969,0.02,0.8467,0.0309,0.0169,0.0329,0.0727,0.9962,0.9636
0.2227,0.2408,49.807,11.2596,17.3979,0.7312,0.8789,0.4782,6.8144,0.6801,0.6702,0.02,0.7614,0.0347,0.0606,0.0644,0.0789,0.2586,0.1999
0.2764,0.4114,21.3908,16.2703,11.7674,0.1397,0.1065,0.3239,5.429,0.4504,0.8524,0.02,0.7307,0.0806,0.0753,0.053,0.0605,0.2522,0.9774
0.4774,0.0448,55.0481,6.3741,17.9191,0.8409,0.0941,0.6174,4.394,0.4107,0.938,0.02,0.7442,0.0748,0.0838,0.0626,0.0345,0.8743,0.1909
0.4538,0.2725,52.7876,17.8593,4.5795,1.45,0.4611,0.272,9.3608,0.7379,0.0036,0.02,0.8894,0.0091,0.0032,0.0098,0.0885,0.4756,0.9448
0.1218,0.074,45.5996,14.1719,9.6928,1.3259,0.0568,0.0583,9.2059,0.39,0.8071,0.02,0.8147,0.0159,0.0718,0.0602,0.0374,0.7843,0.0012
0.3871,0.1959,55.5706,2.8101,9.5324,0.7584,0.6793,0.299,0.2343,0.5503,0.256,0.02,0.8914,0.0014,0.0368,0.0677,0.0026,0.5122,0.9696
0.2638,0.105,30.1851,10.7438,6.4478,1.9567,0.2269,0.459,7.5503,0.7484,0.4056,0.02,0.7623,0.0863,0.0159,0.0805,0.055,0.506,0.4583
0.0426,0.0679,44.0646,13.3352,7.4282,0.7873,0.0481,0.1173,5.3848,0.8281,0.7605,0.02,0.8,0.0345,0.0508,0.0541,0.0606,0.9699,0.7659
0.2128,0.4446,31.8597,14.3497,11.6291,2.3204,0.6552,0.7935,3.7049,0.1121,0.0568,0.02,0.8372,0.0426,0.0136,0.0582,0.0484,0.2283,0.7442
0.3278,0.0798,40.8375,6.1652,15.5542,2.6034,0.4762,0.0453,0.3616,0.5283,0.7903,0.02,0.7999,0.0468,0.0081,0.0823,0.0629,0.089,0.5247
0.2487,0.3507,52.8968,10.4721,5.5906,0.5588,0.044,0.6137,6.041,0.2314,0.6712,0.02,0.8196,0.0504,0.0472,0.0645,0.0183,0.3521,0.2008
0.1013,0.0035,14.6784,4.3787,8.7392,0.8117,0.3864,0.8429,9.8912,0.1224,0.2736,0.02,0.7592,0.0786,0.0613,0.0377,0.0632,0.5341,0.6516
0.4546,0.3101,39.0505,6.303,4.2138,0.2562,0.9778,0.4122,5.7679,0.7756,0.5275,0.02,0.7826,0.084,0.0809,0.0033,0.0493,0.6714,0.5245
0.2772,0.1898,17.2683,2.9321,7.0786,0.4611,0.4476,0.5488,3.7872,0.4015,0.9167,0.02,0.7639,0.058,0.0752,0.056,0.0469,0.9114,0.5607
0.4448,0.4115,37.3545,17.0601,5.5829,0.6526,0.8332,0.1873,0.6665,0.0079,0.0707,0.02,0.7821,0.0253,0.0753,0.09,0.0273,0.9543,0.3206
0.4798,0.2226,19.2131,10.3471,15.2189,0.8552,0.9313,0.6816,2.3267,0.5205,0.5207,0.02,0.8274,0.0443,0.0807,0.0038,0.0437,0.4643,0.7977
0.3322,0.2947,40.8301,14.7324,13.0429,0.189,0.0486,0.7796,5.821,0.0705,0.7055,0.02,0.8086,0.0704,0.0617,0.0322,0.027,0.4541,0.9434
0.2842,0.3899,60.2322,4.6755,16.8449,2.3585,0.2437,0.2103,4.42,0.5928,0.5699,0.02,0.9094,0.045,0.0024,0.0281,0.0152,0.164,0.6982
0.3724,0.2657,30.4073,13.0575,14.4402,1.23,0.3922,0.1522,5.1282,0.0835,0.3505,0.02,0.7562,0.0883,0.071,0.0197,0.0648,0.2552,0.3312
0.3261,0.0678,29.3759,2.1754,13.7723,2.2849,0.5259,0.7427,3.035,0.7149,0.0884,0.02,0.8122,0.0171,0.0375,0.0695,0.0637,0.0532,0.0166
0.4844,0.1065,27.7959,6.1028,13.1032,0.913,0.5136,0.5036,1.5667,0.5322,0.3058,0.02,0.8613,0.0169,0.0378,0.0116,0.0724,0.7993,0.2482
0.2591,0.3852,38.5841,17.3452,10.6056,1.9751,0.2282,0.3729,8.5056,0.0781,0.6094,0.02,0.8312,0.0242,0.0344,0.0772,0.033,0.5522,0.3634
0.0421,0.2398,57.0783,6.9298,15.3709,0.6625,0.1567,0.7574,7.2291,0.0315,0.2206,0.02,0.7607,0.0775,0.0594,0.0844,0.018,0.1718,0.6616
0.1531,0.2189,27.8395,17.4196,2.6526,0.7773,0.8369,0.0488,7.9903,0.9088,0.5732,0.02,0.8318,0.0606,0.0157,0.0384,0.0536,0.8839,0.7674
0.2054,0.3722,30.5277,15.1829,10.1132,0.8843,0.2961,0.0011,5.6296,0.5327,0.2748,0.02,0.7402,0.0504,0.0574,0.077,0.0749,0.3732,0.7235
0.0218,0.0254,27.3815,5.5326,10.5075,1.7113,0.0135,0.6392,8.881,0.0552,0.0142,0.02,0.8286,0.0543,0.0558,0.046,0.0152,0.7391,0.5779
0.235,0.248,49.0534,3.9909,9.0199,0.9947,0.9198,0.5391,6.5611,0.0042,0.7643,0.02,0.9078,0.0263,0.0153,0.0207,0.0299,0.8793,0.4814
0.0963,0.1918,51.7139,10.3149,10.5891,2.8184,0.1904,0.7275,4.7525,0.6523,0.7732,0.02,0.8714,0.0072,0.0084,0.0262,0.0867,0.0878,0.8358
0.0433,0.3507,19.2243,3.196,15.3328,0.3018,0.7142,0.8043,4.8625,0.3453,0.6541,0.02,0.7381,0.0768,0.0584,0.0546,0.0721,0.1616,0.6439
0.4099,0.1626,29.669,7.4807,5.4081,1.5726,0.0023,0.0112,9.0043,0.1913,0.8292,0.02,0.8195,0.036,0.0145,0.0729,0.0572,0.5339,0.3162
0.2969,0.4046,32.7589,11.3764,3.9441,2.4773,0.6302,0.3478,9.3868,0.8135,0.7657,0.02,0.7826,0.0038,0.0599,0.0704,0.0834,0.9974,0.9039
0.4863,0.0822,52.891,2.8822,13.5831,0.1506,0.0834,0.7599,6.2586,0.244,0.818,0.02,0.7677,0.0868,0.0745,0.0084,0.0626,0.0379,0.441
0.1508,0.0818,59.5622,7.0858,17.6439,1.0156,0.2356,0.3114,4.4439,0.6127,0.0117,0.02,0.8552,0.0435,0.0437,0.0329,0.0248,0.6078,0.0274
0.3999,0.147,43.6303,11.5162,10.3877,1.0114,0.8632,0.7985,7.9553,0.2478,0.9643,0.02,0.8226,0.0082,0.0651,0.0682,0.0359,0.7349,0.4276
0.3976,0.1516,36.6972,9.8478,17.6825,0.6727,0.4652,0.2703,5.2671,0.5577,0.5451,0.02,0.8516,0.0089,0.0814,0.0227,0.0355,0.1023,0.138
0.192,0.4054,45.623,4.2349,5.4538,1.1567,0.9071,0.3923,7.1024,0.1768,0.374,0.02,0.7628,0.0751,0.05,0.0361,0.0761,0.6269,0.7222
0.1368,0.44,17.8043,15.1691,9.6429,1.8726,0.9716,0.7596,1.1015,0.8872,0.1664,0.02,0.7973,0.057,0.0623,0.0368,0.0465,0.5506,0.4947
0.0766,0.4773,38.5679,2.5686,3.1395,1.3502,0.87,0.7737,0.4365,0.5551,0.6048,0.02,0.8823,0.0056,0.0447,0.065,0.0024,0.7912,0.0667
0.435,0.2277,45.1663,4.2242,5.4989,1.9598,0.1016,0.1181,1.4693,0.8451,0.754,0.02,0.8146,0.015,0.0814,0.0453,0.0437,0.795,0.1666
0.2969,0.1154,57.5011,3.9061,2.9514,2.079,0.2848,0.5361,7.9596,0.1085,0.1698,0.02,0.7626,0.0423,0.0642,0.0599,0.0709,0.9235,0.1934
0.0286,0.3918,51.8753,5.7083,3.8433,1.4519,0.2002,0.7065,0.5822,0.898,0.1204,0.02,0.828,0.0488,0.004,0.0567,0.0625,0.527,0.9557
0.3967,0.0044,59.0945,5.39,13.2325,2.9159,0.4049,0.2047,5.4129,0.3733,0.3641,0.02,0.8489,0.0381,0.0555,4e-04,0.0571,0.1619,0.8163
0.304,0.0619,35.2597,15.8538,6.9292,2.8993,0.3827,0.5366,2.9528,0.0599,0.15,0.02,0.8597,0.039,0.0393,0.0378,0.0242,0.6301,0.1543
0.2202,0.431,33.1185,17.7463,4.8676,0.7225,0.221,0.1697,1.6882,0.3257,0.535,0.02,0.7447,0.0771,0.0563,0.0646,0.0573,0.6697,0.2812
0.4316,0.0753,34.3657,3.5717,9.0138,2.478,0.1276,0.0265,2.6277,0.7124,0.0051,0.02,0.8422,0.0099,0.0401,0.0127,0.0951,0.498,0.7643
0.0266,0.0504,23.1543,11.6487,11.253,1.8359,0.6079,0.4447,3.5521,0.3875,0.7052,0.02,0.8398,0.053,0.0086,0.014,0.0846,0.3399,0.1382
0.028,0.2488,27.7339,13.5018,3.9112,0.8877,0.3583,0.576,9.568,0.3149,0.0415,0.02,0.8409,0.0811,0.0513,0.0181,0.0085,0.0596,0.4696
0.4399,0.0098,29.3449,12.0771,4.3912,2.1012,0.4238,0.4885,9.0746,0.0475,0.6146,0.02,0.869,0.0389,0.0414,0.0313,0.0193,0.9629,0.355
0.2682,0.0923,44.4689,13.0139,12.9161,0.428,0.2468,0.9243,3.7318,0.7652,0.9998,0.02,0.9102,0.0164,0.0259,0.0178,0.0296,0.8412,0.2574
0.2003,0.3051,54.0315,12.9603,11.8512,1.5248,0.9402,0.6104,3.9977,0.3909,0.9847,0.02,0.8453,0.0729,0.0345,0.0241,0.0233,0.2891,0.1378
0.4938,0.0544,29.2274,9.6954,15.6428,1.4859,0.5536,0.744,9.7417,0.2107,0.5343,0.02,0.8022,0.0273,0.082,0.0285,0.06,0.7017,0.8126
0.1437,0.1587,40.8049,9.6269,12.8626,0.861,0.0496,0.9563,4.3617,0.1309,0.8,0.02,0.7913,0.0438,0.0236,0.0793,0.062,0.7614,0.8036
0.0883,0.3704,32.6807,8.1235,12.0439,1.4218,0.9904,0.9117,7.7407,0.8625,2e-04,0.02,0.9413,0.0035,0.0262,0.0252,0.0039,0.4197,0.1805
0.0219,0.2315,30.5728,5.3063,11.0968,1.2614,0.6936,0.1224,5.6327,0.1641,0.6322,0.02,0.8745,0.0392,0.0746,0.0061,0.0055,0.5958,0.184
0.0663,0.1233,49.5346,16.2033,12.6041,1.4351,0.0437,0.9333,4.1357,0.5455,0.6232,0.02,0.835,0.0407,0.0561,0.0514,0.0167,0.7551,0.33
0.3988,0.34,26.416,5.195,4.7671,2.2612,0.4728,0.3574,6.9143,0.3574,0.717,0.02,0.7727,0.0404,0.0592,0.0607,0.067,0.7312,0.6857
0.0943,0.0536,44.8105,9.4476,10.7228,0.8801,0.1909,0.5876,2.9097,0.7143,0.3099,0.02,0.8135,0.0653,0.0318,0.0748,0.0146,0.5814,0.6801
0.3435,0.3835,14.7525,13.2208,4.8187,0.9781,0.0871,0.935,1.6567,0.5481,0.6971,0.02,0.8333,0.0685,0.0291,0.0047,0.0643,0.6553,0.0517
0.402,0.0467,50.3966,12.9527,6.0193,1.6711,0.0134,0.8142,4.8487,0.4623,0.2764,0.02,0.819,0.082,0.0358,0.0106,0.0525,0.0179,0.8767
0.0996,0.4007,43.3533,15.7404,16.06,0.5344,0.1036,0.9378,0.1885,0.4044,0.4611,0.02,0.8345,0.0765,0.0012,0.0156,0.0722,0.8278,0.4968
0.2007,0.3385,23.8124,14.534,6.181,1.0548,0.3088,0.9131,1.2622,0.666,0.8592,0.02,0.9048,7e-04,0.0348,0.0087,0.051,0.305,0.1781
0.0444,0.2465,44.7569,8.2313,17.6675,0.5291,0.412,0.0728,9.0867,0.3555,0.9338,0.02,0.8621,0.0265,0.0109,0.0707,0.0298,0.6287,0.7954
0.0568,0.4851,35.5746,13.9821,14.955,0.5741,0.9538,0.0943,3.7517,0.4308,0.2814,0.02,0.7678,0.0474,0.066,0.0483,0.0706,0.7098,0.3751
0.4472,0.1613,46.2762,4.7819,6.2316,2.0323,0.5368,0.9058,8.9991,0.5956,0.964,0.02,0.7952,0.0798,0.0849,0.0336,0.0065,0.7931,0.2496
0.3992,0.3009,29.5505,2.4512,16.759,1.5898,0.9474,0.3609,8.3366,0.5202,0.1771,0.02,0.787,0.0603,0.0648,0.0621,0.0258,0.804,0.271
0.0784,0.1654,36.6419,7.3277,6.889,2.6183,0.6693,0.9681,9.2887,0.7891,0.0405,0.02,0.7684,0.0099,0.0814,0.0781,0.0622,0.0852,0.646
0.0925,0.4452,42.4904,13.2788,4.0974,0.476,0.8624,0.1557,7.6666,0.6968,0.6674,0.02,0.8804,0.0491,0.03,0.0339,0.0066,0.0081,0.2041
0.3341,0.4672,22.8926,11.866,6.0005,0.453,0.695,0.7127,4.2997,0.723,0.2625,0.02,0.7838,0.0775,0.0631,0.0545,0.021,0.8362,0.4772
0.2098,0.1648,59.0874,6.9325,11.3455,0.3949,0.0974,0.954,7.0883,0.9175,0.0057,0.02,0.8258,0.0865,0.0656,0.0201,0.002,0.1113,0.5631
0.3499,0.4207,44.9539,6.1145,10.1336,1.3704,0.0537,0.1667,8.4384,0.0976,0.4561,0.02,0.8217,0.0602,0.0328,0.0165,0.0687,0.1367,0.7531
0.4698,0.0489,27.6072,14.0628,3.6089,2.1671,0.7299,0.7457,3.4399,0.414,0.0844,0.02,0.9252,0.0061,0.0083,0.0339,0.0265,0.6626,0.5693
0.3009,0.456,16.9062,14.6426,5.6076,2.8137,0.8401,0.9645,0.5769,0.1971,0.3465,0.02,0.8026,0.0527,0.0219,0.0427,0.0802,0.5471,0.1869
0.071,0.2719,55.1992,14.119,7.9738,2.1042,0.547,0.4013,6.2555,0.3218,0.8224,0.02,0.8134,0.0288,0.041,0.0875,0.0293,0.0206,0.8798
0.3258,0.3218,25.3816,5.1649,14.3756,0.6709,0.2327,0.039,7.5315,0.7526,0.6358,0.02,0.7824,0.0711,0.0101,0.0625,0.0739,0.9132,0.8796
0.3792,0.3709,47.0964,9.1638,12.3894,2.2571,0.1277,0.3607,1.5991,0.6546,0.057,0.02,0.8338,0.0812,0.0161,0.011,0.0579,0.9228,0.7556
0.1239,0.1084,39.027,11.1315,12.1445,2.4639,0.0659,0.4371,8.038,0.0778,0.5779,0.02,0.7105,0.0637,0.0834,0.0717,0.0707,0.7119,0.7552
0.4106,0.3009,20.2892,3.8126,5.2088,1.7031,0.7636,0.8619,2.2573,0.4239,0.6725,0.02,0.8044,0.0253,0.0355,0.0498,0.0849,0.7084,0.8098
0.3597,0.1975,16.5499,8.8501,2.1323,0.4171,0.5097,0.8361,3.5717,0.0283,0.917,0.02,0.7802,0.0113,0.0775,0.0639,0.0671,0.9823,0.8752
0.1095,0.1023,48.3004,15.2358,7.259,1.3683,0.9957,0.0313,0.6277,0.4751,0.6304,0.02,0.7492,0.0747,0.0556,0.0776,0.0429,0.8693,0.4637
0.2561,0.3834,54.2447,4.4026,17.9794,2.5549,0.2221,0.3645,7.686,0.7354,0.4692,0.02,0.844,0.069,0.0104,0,0.0766,0.1666,0.0186
0.038,0.4154,21.7408,17.1824,2.685,0.4287,0.4204,0.2403,6.6865,0.1049,0.5463,0.02,0.7691,0.0631,0.081,0.0576,0.0292,0.1584,0.1347
0.399,0.2715,33.0213,13.1749,17.4714,1.0911,0.8638,0.9878,6.0033,0.0595,0.266,0.02,0.817,0.0387,0.014,0.04,0.0903,0.9292,0.0271
0.4958,0.3941,40.8753,2.849,17.1625,0.8386,0.0559,0.6292,5.1955,0.5339,0.0698,0.02,0.7904,0.0382,0.0526,0.0766,0.0423,0.5462,0.3728
0.3845,0.0862,28.3956,2.4389,7.9507,2.3824,0.1648,0.1424,5.2654,0.7012,0.8635,0.02,0.8785,0.0328,0.0549,0.0028,0.031,0.2358,0.1011
0.4659,0.3538,28.7454,10.6313,14.0661,0.7807,0.1171,0.714,7.4021,0.6626,0.3328,0.02,0.7949,0.061,0.0126,0.076,0.0556,0.0785,0.8676
